Participant,Triplet_Identity,UL_Item,UL_Value,UR_Item,UR_Value,LL_Item,LL_Value,LR_Item,LR_Value,Chosen_Img,Choice_RT,Conf,Conf_RT,DV_Top,Value_Range,Chosen_Value,Chose_Highest,Unchosen_Mean,Unchosen_Low,Unchosen_High,Value_Position_1,Value_Position_2,Value_Position_3,Chosen_Position,UL_Dwell_Time,UR_Dwell_Time,LL_Dwell_Time,LR_Dwell_Time,Interest_Areas_Explored,Total_Dwell_Time,Gaze_Shift_Frequency,Chose_Item_1,Item1_DV,zItem1_DV,zGSF,DT_Position_1,DT_Position_2,DT_Position_3,Item1_DDT,zItem1_DDT,High_Val,Med_Val,Low_Val,zHigh_Val,zMed_Val,zLow_Val,Chosen_DT,Chose_Longest,Long_DT,Med_DT,Short_DT,zLong_DT,zMed_DT,zShort_DT,Block,CoM_Next,zConf,zDT_Position_1,zDT_Position_2,zDT_Position_3,zValue_Position_1,zValue_Position_2,zValue_Position_3,zRT,AbsDV,zAbsDV,AbsDDT,zAbsDDT,RTBin,DVBin,Conf_Dich,zAbsDV_sqrt,Summed_Value,zSV,DVBin2,GSF_Dich,DDT_Dich
12,46,10_hula_hoops_bbq_beef.png,0.95,64_nestle_aero_mint.png,0.05,66_haribo_tangfastics.png,0.8,empty.png,-1,10_hula_hoops_bbq_beef.png,3855,46,2411,0.15,0.9,0.95,TRUE,0.425,0.05,0.8,0.95,0.05,0.8,1,1614,704,660,,3,2978,6,1,0.525,0.895181265,0.962651626,1614,704,660,932,0.409403522,0.95,0.8,0.05,-1.036615522,-0.578518484,-1.51052706,1614,1,1614,704,660,-0.774654896,-1.129636715,-0.414375109,1,0,-0.379964508,-0.089433823,-0.976148187,-1.019022289,-0.207513135,-1.808328745,-0.474315737,-1.073777719,0.125,0.093066929,580,0.253725822,1,3,0,1.564176064,1.8,-1.15511274,4,1,1
12,19,15_jacobs_mini_cheddars.png,2.2,empty.png,-1,46_wasabi_peanuts.png,0.25,41_jelly_babies_berry_mix.png,0.9,15_jacobs_mini_cheddars.png,9089,60,2140,1.3,1.95,2.2,TRUE,0.575,0.25,0.9,2.2,0.25,0.9,1,4576,,1828,478,3,6882,3,1,1.625,2.770799153,-0.971606525,4576,1828,478,3423,2.698910181,2.2,0.9,0.25,1.426629282,-0.35183369,-1.022275889,4576,1,4576,1828,478,2.123263867,0.310036357,-0.750877536,1,0,0.287290238,2.796772712,0.119090214,-1.196365161,2.01584188,-1.452591943,-1.452591943,0.912034716,1.175,2.628511924,2509,2.674060787,5,5,1,2.23205998,3.35,0.123762079,4,0,1
12,23,59_crunchie.png,0.8,empty.png,-1,52_discos_salt_vinegar.png,0.3,40_nestle_rolo.png,0.9,52_discos_salt_vinegar.png,11731,40,5891,0.1,0.6,0.3,FALSE,0.85,0.8,0.9,0.8,0.3,0.9,2,4384,,2459,2312,3,9155,7,0,0.2,0.341021434,1.607404344,4384,2459,2312,1998.5,1.389635899,0.9,0.8,0.3,-1.135145314,-0.578518484,-0.900213096,2459,0,4384,2459,2312,1.935417681,1.1182514,2.640031542,1,0,-0.665930828,2.609685725,0.733943801,0.590705327,-0.474315737,-1.363657742,-1.363657742,1.914426091,-0.05,-0.329507236,769,0.490865951,5,2,0,1.422699052,2,-0.990096634,3,1,1
12,5,empty.png,-1,50_nakd_rhubarb_and_custard.png,0.2,54_milkyway_magic_stars.png,1.65,71_walkers_baked_crisps.png,1.15,71_walkers_baked_crisps.png,3847,74,2522,0.5,1.45,1.15,FALSE,0.925,0.2,1.65,0.2,1.65,1.15,3,,840,556,1331,3,2727,3,0,-1.2,-2.046128605,-0.971606525,840,556,1331,-103.5,-0.5423364,1.65,1.15,0.2,0.342801569,0.214878294,-1.144338682,1331,1,1331,840,556,-1.051532347,-0.955441397,-0.60666221,1,0,0.954544984,-0.843628238,-1.120361073,-0.365192246,-1.541526144,-1.541526144,1.037565674,-1.076812969,0.4,0.757112047,213,-0.206752629,1,4,1,1.763715361,3,-0.165016106,1,0,0
12,34,8_cadbury_double_decker_bar.png,0.25,50_nakd_rhubarb_and_custard.png,0.2,empty.png,-1,46_wasabi_peanuts.png,0.25,46_wasabi_peanuts.png,8250,74,3286,0,0.05,0.25,TRUE,0.225,0.2,0.25,0.25,0.2,0.25,3,2572,2248,,2111,3,6931,5,0,0.025,0.042627679,0.317898909,2572,2248,2111,392.5,-0.086457114,0.25,0.25,0.2,-2.416032612,-1.82528485,-1.144338682,2111,0,2572,2248,2111,0.162619302,0.847992487,2.26839974,1,1,0.954544984,0.844052288,0.528342998,0.394848637,-1.452591943,-1.541526144,-1.452591943,0.593712853,-0.1,-0.450242712,-731.5,-1.391825918,4,2,1,1.379614843,0.7,-2.062701322,3,1,1
12,48,51_smarties.png,0.3,39_milkyway.png,0.65,30_starburst_original.png,0.75,empty.png,-1,39_milkyway.png,5089,28,2524,0.1,0.45,0.65,FALSE,0.525,0.3,0.75,0.3,0.65,0.75,2,1314,1513,572,,3,3399,4,0,-0.4,-0.682042868,-0.326853808,1314,1513,572,271.5,-0.197669601,0.75,0.65,0.3,-1.43073469,-0.918545675,-0.900213096,1513,1,1513,1314,572,-0.873469817,-0.348319478,-0.577079579,1,0,-1.237863467,-0.38175724,-0.187849373,-1.104770491,-1.363657742,-0.741118338,-0.563249937,-0.605590377,-0.05,-0.329507236,-87,-0.583165532,2,2,0,1.422699052,1.7,-1.237620793,2,0,0
12,45,24_twix.png,0.9,48_mentos_mint.png,0.9,72_shapers_vegatable_crisps.png,1.35,empty.png,-1,24_twix.png,8220,44,4064,0.45,0.45,0.9,FALSE,1.125,0.9,1.35,0.9,0.9,1.35,1,2778,994,2566,,3,6338,7,1,-0.225,-0.383649113,1.607404344,2778,994,2566,998,0.470064879,1.35,0.9,0.9,-0.248377184,-0.35183369,0.564540416,2778,1,2778,2566,994,0.364162606,1.255302129,0.203162314,2,1,-0.475286615,1.044781034,-0.693568885,0.83820582,-0.296447335,-0.296447335,0.50396047,0.582330665,0,-0.208771761,-285,-0.831598047,4,2,0,1.464516326,3.15,-0.041254026,2,1,1
12,41,23_kp_grazing_mix.png,0.8,67_sour_cream_and_chive_rice_crisps.png,1.75,65_doritos_chilli.png,1.7,empty.png,-1,65_doritos_chilli.png,3613,62,1265,0.05,0.95,1.7,FALSE,1.275,0.8,1.75,0.8,1.75,1.7,3,1202,578,970,,3,2750,3,0,-0.925,-1.577224133,-0.971606525,1202,578,970,428,-0.053828657,1.75,1.7,0.8,0.539861153,1.46164466,0.320414831,970,0,1202,970,578,-1.177741504,-0.788931166,-0.565986093,2,0,0.382612344,-0.490891316,-1.098924022,-0.716954758,-0.474315737,1.215434075,1.126499874,-1.165594037,-0.35,-1.053920092,-57,-0.545524241,1,1,1,1.1400262,4.25,0.866334555,1,0,1
12,11,empty.png,-1,7_skips_prawn.png,0.65,17_mrporky_pork_crackles.png,1,55_bassetts_licorice_allsorts.png,0.15,17_mrporky_pork_crackles.png,9468,56,2351,0.35,0.85,1,TRUE,0.4,0.15,0.65,0.65,1,0.15,2,,2160,2880,1782,3,6822,5,0,0.075,0.127883038,0.317898909,2160,2880,1782,-171,-0.604376424,1,0.65,0.15,-0.93808573,-0.918545675,-1.266401474,2880,1,2880,2160,1782,0.463955892,0.735277869,1.66010689,2,0,0.096646025,0.442594795,1.144170996,0.07426729,-0.741118338,-0.741118338,-0.118578934,1.055829694,0.275,0.455273357,-171,-0.688561144,5,4,0,1.67596336,1.8,-1.15511274,3,1,0
12,48,30_starburst_original.png,0.75,51_smarties.png,0.3,39_milkyway.png,0.65,empty.png,-1,39_milkyway.png,10046,54,1466,0.1,0.45,0.65,FALSE,0.525,0.3,0.75,0.75,0.3,0.65,3,1754,1968,3771,,3,7493,7,0,0.275,0.468904472,1.607404344,1754,1968,3771,-1115.5,-1.472477203,0.75,0.65,0.3,-1.43073469,-0.918545675,-0.900213096,3771,1,3771,1968,1754,1.335679598,0.489355067,1.608337286,2,0,0.001323918,0.046983771,0.255507809,2.012371544,-0.563249937,-1.363657742,-0.741118338,1.27512652,-0.05,-0.329507236,926,0.68785537,5,2,0,1.422699052,1.7,-1.237620793,3,1,0
12,22,62_cadbury_wispa.png,0.9,empty.png,-1,16_peanuts.png,0.6,21_kellogs_mint_bars.png,0.75,16_peanuts.png,7336,42,2617,0.15,0.3,0.6,FALSE,0.825,0.75,0.9,0.9,0.6,0.75,2,1758,28,2718,864,4,5368,6,0,0.225,0.383649113,0.962651626,1758,2718,864,-33,-0.477539042,0.9,0.75,0.6,-1.135145314,-0.691860881,-0.16783634,2718,0,1758,864,28,-0.633770257,-0.924701047,-1.582889033,2,0,-0.570608721,0.050881417,0.986316351,-0.820242365,-0.296447335,-0.830052539,-0.830052539,0.246935519,-0.15,-0.570978188,880,0.630138725,4,2,0,1.335141056,2.25,-0.783826502,3,1,0
12,19,41_jelly_babies_berry_mix.png,0.9,empty.png,-1,15_jacobs_mini_cheddars.png,2.2,46_wasabi_peanuts.png,0.25,15_jacobs_mini_cheddars.png,5952,60,3118,1.3,1.95,2.2,TRUE,0.575,0.25,0.9,0.9,2.2,0.25,2,1388,,2380,624,3,4392,3,0,-0.325,-0.554159831,-0.971606525,1388,2380,624,-114,-0.551987071,2.2,0.9,0.25,1.426629282,-0.35183369,-1.022275889,2380,1,2380,1388,624,-0.025226884,-0.253536732,-0.480936028,2,0,0.287290238,-0.309650797,0.656965301,-1.054101099,-0.296447335,2.01584188,2.01584188,-0.278162763,1.175,2.628511924,680,0.37919679,3,5,1,2.23205998,3.35,0.123762079,2,0,0
12,36,53_eat_natural_almond_apricot.png,0.45,14_maltesers.png,0.2,empty.png,-1,41_jelly_babies_berry_mix.png,0.9,53_eat_natural_almond_apricot.png,5786,62,2710,0.45,0.7,0.45,FALSE,0.55,0.2,0.9,0.45,0.2,0.9,1,2410,1412,,522,3,4344,3,1,-0.1,-0.170510717,-0.971606525,2410,1412,522,1443,0.87906948,0.9,0.45,0.2,-1.135145314,-1.371915263,-1.144338682,2410,1,2410,1412,522,0.004124083,-0.222796381,-0.669525301,2,0,0.382612344,0.686197643,-0.286264924,-1.15349106,-1.096855141,-1.541526144,-0.296447335,-0.341144205,0.35,0.636376571,737,0.450715241,3,4,1,1.729149039,1.55,-1.361382872,2,0,1
12,24,26_yorkie.png,0.9,empty.png,-1,12_szechuan_peanuts.png,0.95,61_marmite_crisps.png,1,61_marmite_crisps.png,4770,66,1800,0.05,0.1,1,TRUE,0.925,0.9,0.95,0.9,0.95,1,3,1170,,1306,1261,3,3737,2,0,-0.075,-0.127883038,-1.616359243,1170,1306,1261,-113.5,-0.551527515,1,0.95,0.9,-0.93808573,-0.238491293,0.564540416,1261,0,1306,1261,1170,-1.075991486,-0.416204419,0.528571255,2,0,0.573256558,-0.52207248,-0.389552531,-0.433401044,-0.296447335,-0.207513135,-0.207513135,-0.726620978,-0.4,-1.174655568,-540,-1.151549015,2,1,1,1.085782787,2.85,-0.288778185,2,0,0
12,13,47_daim.png,1.15,empty.png,-1,57_food_doctor_mild_korma_crisps.png,1,54_milkyway_magic_stars.png,1.65,57_food_doctor_mild_korma_crisps.png,3950,70,2100,0.5,0.65,1,FALSE,1.4,1.15,1.65,1.15,1,1.65,2,482,,1148,600,3,2230,3,0,-0.175,-0.298393755,-0.971606525,482,1148,600,-392,-0.807500058,1.65,1.15,1,0.342801569,0.214878294,0.808666002,1148,1,1148,600,482,-1.230573243,-1.2628449,-0.743481879,2,0,0.763900771,-1.192467516,-0.543509531,-1.077486972,0.148223668,-0.118578934,-0.118578934,-1.037734123,0,-0.208771761,307,-0.088809919,1,2,1,1.464516326,3.8,0.495048317,2,0,0
12,3,empty.png,-1,11_lindt_orange.png,2,27_mars.png,1,6_bounty.png,1.1,11_lindt_orange.png,7105,82,4130,0.9,1,2,TRUE,1.05,1,1.1,2,1,1.1,1,160,3166,972,756,4,5054,4,1,0.95,1.619851812,-0.326853808,3166,972,756,2302,1.668586229,2,1.1,1,1.032510114,0.101535897,0.808666002,3166,0,972,756,160,-1.40276558,-1.063032623,-1.338832327,2,0,1.33583341,1.422852653,-0.715005935,-0.925478795,1.660105078,1.660105078,-0.118578934,0.15929267,0.4,0.757112047,136,-0.303365274,3,4,1,1.763715361,4.1,0.742572476,4,0,1
12,29,22_no_sugar_toffees.png,0.25,19_pistachios.png,1.45,empty.png,-1,9_hovis_crackers.png,1.15,9_hovis_crackers.png,7305,66,1881,0.3,1.2,1.15,FALSE,0.85,0.25,1.45,0.25,1.45,1.15,3,2392,1086,,2477,3,5955,3,0,-1.05,-1.79036253,-0.971606525,2392,1086,2477,610.5,0.113909186,1.45,1.15,0.25,-0.0513176,0.214878294,-1.022275889,2477,1,2477,2392,1086,0.069674575,1.032434589,0.373262442,2,0,0.573256558,0.668658238,-0.603923037,0.751483206,-1.452591943,0.681828871,0.148223668,0.235173925,0.175,0.213802405,-458,-1.048662821,4,3,1,1.602305287,2.85,-0.288778185,1,0,1
12,15,20_crunch.png,2.4,empty.png,-1,19_pistachios.png,1.45,15_jacobs_mini_cheddars.png,2.2,20_crunch.png,4632,80,2748,0.2,0.95,2.4,TRUE,1.825,1.45,2.2,2.4,1.45,2.2,1,1323,,822,1392,3,3537,4,1,0.575,0.980436623,-0.326853808,1323,822,1392,216,-0.248680287,2.4,2.2,1.45,1.820748451,2.595068629,1.907231136,1323,0,1392,1323,822,-0.991852049,-0.336791847,-0.11485097,2,0,1.240511304,-0.372987537,-0.861167643,-0.305753152,2.371578683,0.681828871,0.681828871,-0.778979044,-0.525,-1.476494258,-342,-0.903116499,2,1,1,0.936528467,6.05,2.351479507,4,0,0
12,9,empty.png,-1,5_caramello.png,1.3,39_milkyway.png,0.65,21_kellogs_mint_bars.png,0.75,5_caramello.png,9014,58,1276,0.55,0.65,1.3,TRUE,0.7,0.65,0.75,1.3,0.65,0.75,1,,3724,2812,1274,3,7810,4,1,0.6,1.023064303,-0.326853808,3724,2812,1274,1681,1.097818009,1.3,0.75,0.65,-0.346906977,-0.691860881,-0.045773547,3724,1,3724,2812,1274,1.289696417,1.570390719,0.720858356,2,0,0.191968131,1.966574208,1.077911021,-0.420733695,0.415026269,0.415026269,-0.741118338,0.883579246,0.225,0.334537881,275,-0.128960629,5,4,1,1.63954802,2.7,-0.412540264,4,0,1
12,20,53_eat_natural_almond_apricot.png,0.45,empty.png,-1,58_walnut_whip.png,1.5,42_dairy_milk_fruit_and_nut.png,0.9,53_eat_natural_almond_apricot.png,6713,42,2851,0.6,1.05,0.45,FALSE,1.2,0.9,1.5,0.45,1.5,0.9,1,2653,194,1428,1502,4,5777,5,1,-0.75,-1.278830378,0.317898909,2653,1428,1502,1188,0.644696057,1.5,0.9,0.45,0.047212192,-0.35183369,-0.534024718,2653,0,1502,1428,194,-0.884231838,-0.202302815,-1.275969237,2,0,-0.570608721,0.92297961,-0.270674342,-0.198567899,-1.096855141,0.770763072,0.770763072,0.010565411,0.375,0.696744309,-23,-0.502864112,3,4,0,1.746517718,2.85,-0.288778185,1,1,1
12,38,35_mms_plain.png,2,31_beef_jerky.png,1.15,71_walkers_baked_crisps.png,1.15,empty.png,-1,35_mms_plain.png,5343,60,2368,0.85,0.85,2,TRUE,1.15,1.15,1.15,2,1.15,1.15,1,1671,764,1200,,3,3635,2,1,0.85,1.449341095,-1.616359243,1671,764,1200,689,0.186059436,2,1.15,1.15,1.032510114,0.214878294,1.17485438,1671,1,1671,1200,764,-0.71888806,-0.494336142,-0.222088007,2,0,0.287290238,-0.033892374,-0.917683504,-0.492840138,1.660105078,0.148223668,0.148223668,-0.509221184,0.275,0.455273357,89,-0.362336629,2,4,1,1.67596336,4.3,0.907588581,4,0,1
12,1,empty.png,-1,9_hovis_crackers.png,1.15,2_maynards_winegums.png,1,68_skittles_wildberry.png,1,68_skittles_wildberry.png,10722,44,3196,0.15,0.15,1,FALSE,1.075,1,1.15,1.15,1,1,3,,3574,1746,3121,3,8441,7,0,0.15,0.255766076,1.607404344,3574,1746,3121,1140.5,0.601038262,1.15,1,1,-0.642496353,-0.125148897,0.808666002,3121,0,3574,3121,1746,1.142941584,1.966172729,1.593545971,2,0,-0.475286615,1.8204125,0.03918848,1.379004141,0.148223668,0.148223668,-0.118578934,1.531605161,-0.35,-1.053920092,-420,-1.000983854,5,1,0,1.1400262,3.15,-0.041254026,3,1,1
12,21,49_food_doctor_roasted_beans.png,0.85,empty.png,-1,69_maple_pecan.png,1.65,62_cadbury_wispa.png,0.9,69_maple_pecan.png,6807,72,2645,0.75,0.8,1.65,TRUE,0.875,0.85,0.9,0.85,1.65,0.9,2,1824,,2847,448,3,5119,5,0,-0.425,-0.724670548,0.317898909,1824,2847,448,176.5,-0.28498519,1.65,0.9,0.85,0.342801569,-0.35183369,0.442477624,2847,1,2847,1824,448,0.431669829,0.304912965,-0.806344969,2,0,0.859222877,0.115192569,1.11201542,-1.225597503,-0.385381536,1.037565674,1.037565674,0.046229601,0.325,0.576008833,799,0.528507241,3,4,1,1.711604119,3.4,0.165016106,1,1,0
12,43,30_starburst_original.png,0.75,28_nakd_banana_crunch.png,0.35,47_daim.png,1.15,empty.png,-1,47_daim.png,6832,40,2012,0.4,0.8,1.15,TRUE,0.55,0.35,0.75,0.75,0.35,1.15,3,1376,1630,2316,,3,5322,5,0,0,1.31E-18,0.317898909,1376,1630,2316,-597,-0.995917908,1.15,0.75,0.35,-0.642496353,-0.691860881,-0.778150303,2316,1,2316,1630,1376,-0.087842279,0.056428467,0.909447629,2,0,-0.665930828,-0.321343734,-0.073843241,0.594602972,-0.563249937,-1.274723542,0.148223668,0.055714757,0.225,0.334537881,-2,-0.476515209,3,4,0,1.63954802,2.25,-0.783826502,2,1,0
12,17,1_shapers_popcorn.png,1.5,empty.png,-1,3_lindt_vanilla.png,1.45,13_fruit_pastilles.png,0.25,3_lindt_vanilla.png,7315,46,3874,0.05,1.25,1.45,FALSE,0.875,0.25,1.5,1.5,1.45,0.25,2,2554,227,2466,428,4,5675,4,0,0.65,1.108319661,-0.326853808,2554,2466,428,1107,0.570248028,1.5,1.45,0.25,0.047212192,0.894932676,-1.022275889,2466,1,2466,428,227,0.058912553,-1.483150744,-1.21495506,2,0,-0.379964508,0.826512883,0.740764681,-1.245085731,0.770763072,0.681828871,0.681828871,0.238967987,-0.075,-0.389874974,1924.5,1.940682982,4,2,0,1.401322537,3.2,3.66E-16,4,0,1
12,23,40_nestle_rolo.png,0.9,empty.png,-1,59_crunchie.png,0.8,52_discos_salt_vinegar.png,0.3,52_discos_salt_vinegar.png,9823,36,7100,0.1,0.6,0.3,FALSE,0.85,0.8,0.9,0.9,0.8,0.3,3,2298,,1572,3965,3,7835,6,0,0.35,0.59678751,0.962651626,2298,1572,3965,-470.5,-0.879650308,0.9,0.8,0.3,-1.135145314,-0.578518484,-0.900213096,3965,1,3965,2298,1572,1.525482515,0.912034884,1.271834859,2,0,-0.856575041,0.577063567,-0.130359101,2.201407353,-0.296447335,-0.474315737,-0.474315737,1.190518921,-0.05,-0.329507236,881,0.631393435,5,2,0,1.422699052,2,-0.990096634,3,1,0
12,10,empty.png,-1,56_marshmallows.png,0.65,13_fruit_pastilles.png,0.25,48_mentos_mint.png,0.9,56_marshmallows.png,8581,50,669,0.25,0.65,0.65,FALSE,0.575,0.25,0.9,0.65,0.25,0.9,1,,2342,2164,1759,3,6265,5,1,0.075,0.127883038,0.317898909,2342,2164,1759,380.5,-0.097486451,0.9,0.65,0.25,-1.135145314,-0.918545675,-1.022275889,2342,1,2342,2164,1759,-0.062404775,0.740401261,1.617581858,2,0,-0.189320295,0.619937668,0.446492441,0.051855828,-0.741118338,-0.741118338,-1.452591943,0.71929633,0.125,0.093066929,-701.5,-1.354184627,4,3,0,1.564176064,1.8,-1.15511274,3,1,1
12,8,empty.png,-1,57_food_doctor_mild_korma_crisps.png,1,66_haribo_tangfastics.png,0.8,51_smarties.png,0.3,57_food_doctor_mild_korma_crisps.png,7236,46,2448,0.2,0.7,1,TRUE,0.55,0.3,0.8,1,0.8,0.3,1,,3406,942,1524,3,5872,5,1,0.45,0.767298227,0.317898909,3406,942,1524,2173,1.55002085,1,0.8,0.3,-0.93808573,-0.578518484,-0.900213096,3406,1,3406,1524,942,0.978576172,-0.079341413,0.107018763,2,0,-0.379964508,1.656711387,-0.744238277,-0.177130848,-0.118578934,-0.118578934,-0.474315737,0.208994892,0.05,-0.088036285,1411,1.296389563,4,3,0,1.505172264,2.1,-0.907588581,3,1,1
12,14,60_caramel_rice_crisps.png,2,empty.png,-1,70_gb_butterscotch.png,2.25,44_walkers_french_fries.png,1.35,70_gb_butterscotch.png,14713,10,3418,0.25,0.9,2.25,TRUE,1.675,1.35,2,2,2.25,1.35,2,4786,174,4282,2360,4,11602,9,0,0.2,0.341021434,2.896909778,4786,4282,2360,1465,0.899289933,2.25,2,1.35,1.525159074,2.141699042,1.663105551,4282,1,4282,2360,174,1.835624395,0.991447455,-1.312947525,2,1,-2.095762427,3.001399104,2.510295764,0.637477073,1.660105078,2.104776081,2.104776081,3.045815598,-0.425,-1.235023306,1835,1.828386466,5,1,0,1.057618325,5.6,1.980193269,3,1,1
12,26,29_mms_peanut.png,2,63_kitkat.png,2,empty.png,-1,4_walkers_squares_cheese_and_onion.png,1.45,29_mms_peanut.png,8763,16,2291,0,0.55,2,TRUE,1.725,1.45,2,2,2,1.45,1,3063,2234,,1774,3,7071,7,1,0.275,0.468904472,1.607404344,3063,2234,1774,1059,0.526130678,2,2,1.45,1.032510114,2.141699042,1.907231136,3063,1,3063,2234,1774,0.642996788,0.830060616,1.645315575,2,0,-1.809796107,1.32248828,0.514701238,0.066471999,1.660105078,1.660105078,0.681828871,0.788348271,-0.725,-1.959436162,-58,-0.546778951,4,1,0,0.627808622,5.45,1.856431189,3,1,1
12,6,empty.png,-1,45_gb_ginger.png,1.1,34_hobnob_flapjack.png,0.6,25_wonderful_almonds.png,1.55,25_wonderful_almonds.png,10272,26,1915,0.45,0.95,1.55,TRUE,0.85,0.6,1.1,1.1,0.6,1.55,3,,2896,666,3801,3,7363,4,0,0.025,0.042627679,-0.326853808,2896,666,3801,662.5,0.161702982,1.55,1.1,0.6,0.145741984,0.101535897,-0.16783634,3801,1,3801,2896,666,1.365030565,1.677981945,-0.403281622,2,0,-1.333185574,1.159761578,-1.01317582,2.041603885,0.059289467,0.059289467,-0.830052539,1.360872338,0.15,0.153434667,572,0.243688145,5,3,0,1.583355455,3.25,0.041254026,3,0,1
12,4,empty.png,-1,4_walkers_squares_cheese_and_onion.png,1.45,40_nestle_rolo.png,0.9,70_gb_butterscotch.png,2.25,70_gb_butterscotch.png,5400,24,2741,0.8,1.35,2.25,TRUE,1.175,0.9,1.45,1.45,0.9,2.25,3,,2248,678,1669,3,4595,5,0,-0.125,-0.213138396,0.317898909,2248,678,1669,1074.5,0.540376906,2.25,1.45,0.9,1.525159074,0.894932676,0.564540416,1669,0,2248,1669,678,-0.154371137,0.106381536,-0.381094649,2,0,-1.428507681,0.528342998,-1.001482884,-0.035841197,0.681828871,0.681828871,-0.296447335,-0.487595026,0.35,0.636376571,240,-0.172875468,2,4,0,1.729149039,4.6,1.15511274,2,1,1
12,7,empty.png,-1,36_nature_valley_protein_bars.png,1.2,16_peanuts.png,0.6,14_maltesers.png,0.2,16_peanuts.png,4857,56,2205,0.6,1,0.6,FALSE,0.7,0.2,1.2,1.2,0.6,0.2,2,,1704,1691,468,3,3863,4,0,0.8,1.364085737,-0.326853808,1704,1691,468,624.5,0.126776746,1.2,0.6,0.2,-0.543966561,-1.031888072,-1.144338682,1691,0,1704,1691,468,-0.686601997,0.134560191,-0.769366681,2,0,0.096646025,-0.001736798,-0.014404146,-1.206109275,0.237157868,0.237157868,-0.830052539,-0.693612633,0.5,0.998582999,-221,-0.751296628,2,5,0,1.830891266,2,-0.990096634,4,0,1
12,46,66_haribo_tangfastics.png,0.8,10_hula_hoops_bbq_beef.png,0.95,64_nestle_aero_mint.png,0.05,empty.png,-1,10_hula_hoops_bbq_beef.png,3640,58,2483,0.15,0.9,0.95,TRUE,0.425,0.05,0.8,0.8,0.95,0.05,2,944,1260,578,,3,2782,3,0,0.3,0.511532151,-0.971606525,944,1260,578,25,-0.424230577,0.95,0.8,0.05,-1.036615522,-0.578518484,-1.51052706,1260,1,1260,944,578,-1.120996302,-0.822233212,-0.565986093,2,0,0.191968131,-0.742289454,-0.434375455,-1.098924022,-0.474315737,-0.207513135,-1.808328745,-1.155350067,0.125,0.093066929,27,-0.440128629,1,3,1,1.564176064,1.8,-1.15511274,3,0,0
12,31,18_galaxy_bar.png,0.85,8_cadbury_double_decker_bar.png,0.25,empty.png,-1,27_mars.png,1,8_cadbury_double_decker_bar.png,8877,32,3720,0.15,0.75,0.25,FALSE,0.925,0.85,1,0.85,0.25,1,2,2917,2736,,1186,3,6839,4,0,0.225,0.383649113,-0.326853808,2917,2736,1186,956,0.431462197,1,0.85,0.25,-0.93808573,-0.465176087,-1.022275889,2736,0,2917,2736,1186,0.500155417,1.473046277,0.558153886,2,1,-1.047219254,1.180224217,1.003855756,-0.506481898,-0.385381536,-1.452591943,-0.118578934,0.831600587,0.025,-0.148404023,-412,-0.990946176,5,3,0,1.484983436,2.1,-0.907588581,3,0,1
12,12,empty.png,-1,22_no_sugar_toffees.png,0.25,28_nakd_banana_crunch.png,0.35,42_dairy_milk_fruit_and_nut.png,0.9,42_dairy_milk_fruit_and_nut.png,8749,40,2349,0.55,0.65,0.9,TRUE,0.3,0.25,0.35,0.25,0.35,0.9,3,,1827,1594,2620,3,6041,4,0,-0.375,-0.639415189,-0.326853808,1827,1594,2620,-280,-0.704559574,0.9,0.35,0.25,-1.135145314,-1.598600056,-1.022275889,2620,1,2620,1827,1594,0.209580848,0.308755509,1.312510976,2,0,-0.665930828,0.118115803,-0.108922051,0.890824035,-1.452591943,-1.452591943,-1.274723542,0.783036584,0.425,0.817479785,-4,-0.479024628,4,5,0,1.780746926,1.5,-1.402636899,2,0,0
12,37,58_walnut_whip.png,1.5,69_maple_pecan.png,1.65,36_nature_valley_protein_bars.png,1.2,empty.png,-1,69_maple_pecan.png,7276,68,5087,0.15,0.45,1.65,TRUE,1.35,1.2,1.5,1.5,1.65,1.2,2,1624,3452,346,,3,5422,7,0,0.075,0.127883038,1.607404344,1624,3452,346,-275,-0.699964016,1.65,1.5,1.2,0.342801569,1.008275072,1.296917172,3452,1,3452,1624,346,1.023580987,0.04874338,-0.994934242,2,0,0.668578664,-0.079689709,1.70153431,-1.324987465,0.770763072,1.037565674,0.237157868,0.224171143,-0.45,-1.295391044,1655,1.602538724,4,1,1,1.028683034,4.35,0.948842608,3,1,0
12,40,61_marmite_crisps.png,1,20_crunch.png,2.4,32_snickers.png,2,empty.png,-1,32_snickers.png,6749,4,3061,0.4,1.4,2,FALSE,1.7,1,2.4,1,2.4,2,3,1036,1830,2243,,3,5109,4,0,-1.2,-2.046128605,-0.326853808,1036,1830,2243,-1000.5,-1.366779384,2.4,2,1,1.820748451,2.141699042,0.808666002,2243,1,2243,1830,1036,-0.159262965,0.312598053,0.28081672,2,0,-2.381728746,-0.652643606,0.121039037,0.523470941,-0.118578934,2.371578683,1.660105078,0.024224037,-0.1,-0.450242712,-105,-0.605750306,3,2,0,1.379614843,5.4,1.815177163,1,0,0
